index,CO_ITEM,SG_AREA,TP_LINGUA,IN_ITEM_ABAN,model,is_human,model_probs,NU_PARAM_A,NU_PARAM_B,NU_PARAM_C,answer,correct_prob
63,140190,CH,portuguese,0.0,MariTalk,False,[0. 0. 1. 0. 0.],1.94428,0.27387,0.14788,D,0.0
64,111984,CH,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],1.90716,1.36087,0.22521,C,0.0
65,140643,CH,portuguese,0.0,MariTalk,False,[0. 1. 0. 0. 0.],2.21197,1.4236,0.21778,B,1.0
66,141072,CH,portuguese,0.0,MariTalk,False,[0. 1. 0. 0. 0.],2.78275,0.64418,0.18557,D,0.0
67,111893,CH,portuguese,0.0,MariTalk,False,[0. 0. 1. 0. 0.],0.56617,1.5801,0.03472,A,0.0
68,125944,CH,portuguese,0.0,MariTalk,False,[0.12621359 0.         0.         0.87378641 0.        ],1.69059,0.29126,0.1166,C,0.0
69,67980,CH,portuguese,0.0,MariTalk,False,[0.12621359 0.         0.46601942 0.36893204 0.01941748],4.03907,1.33056,0.05942,D,0.3689320388349514
70,140378,CH,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],2.1636,0.57483,0.15916,A,1.0
71,95823,CH,portuguese,0.0,MariTalk,False,[0.03883495 0.         0.96116505 0.         0.        ],1.30094,0.82448,0.0937,E,0.0
72,95739,CH,portuguese,0.0,MariTalk,False,[0. 0. 0. 1. 0.],4.24795,0.96273,0.16049,A,0.0
73,118110,CH,portuguese,0.0,MariTalk,False,[0.02912621 0.         0.97087379 0.         0.        ],2.22329,1.79851,0.25237,C,0.970873786407767
74,140721,CH,portuguese,0.0,MariTalk,False,[0. 0. 0. 0. 1.],0.81842,0.92559,0.02544,E,1.0
75,140441,CH,portuguese,0.0,MariTalk,False,[0. 0. 0. 1. 0.],1.76207,1.31972,0.21908,E,0.0
76,140550,CH,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],3.5293,0.41127,0.19018,C,0.0
77,97262,CH,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],1.46058,-0.44013,0.20483,A,1.0
78,44230,CH,portuguese,0.0,MariTalk,False,[0.63106796 0.         0.         0.36893204 0.        ],2.73837,0.8616,0.21624,B,0.0
79,141384,CH,portuguese,0.0,MariTalk,False,[0. 0. 0. 1. 0.],3.39376,1.05605,0.15958,A,0.0
80,75825,CH,portuguese,0.0,MariTalk,False,[0. 1. 0. 0. 0.],2.34384,0.97017,0.12421,D,0.0
81,140914,CH,portuguese,0.0,MariTalk,False,[0.21359223 0.78640777 0.         0.         0.        ],0.85459,2.13235,0.12367,B,0.7864077669902912
82,141148,CH,portuguese,0.0,MariTalk,False,[0. 0. 0. 1. 0.],3.48759,0.79822,0.18644,E,0.0
83,111964,CH,portuguese,0.0,MariTalk,False,[0.04854369 0.         0.         0.95145631 0.        ],2.81132,0.5445,0.20515,A,0.0485436893203883
84,82962,CH,portuguese,0.0,MariTalk,False,[0.97087379 0.         0.         0.         0.        ],1.7267,1.34237,0.16873,B,0.0
85,141030,CH,portuguese,0.0,MariTalk,False,[0.01941748 0.         0.         0.         0.98058252],3.15825,0.30776,0.14196,A,0.0194174757281553
86,140585,CH,portuguese,0.0,MariTalk,False,[0.00970874 0.         0.99029126 0.         0.        ],2.18434,1.60479,0.16086,D,0.0
87,112145,CH,portuguese,0.0,MariTalk,False,[0.10679612 0.76699029 0.         0.12621359 0.        ],0.47387,2.25057,0.00901,E,0.0
89,141048,CH,portuguese,0.0,MariTalk,False,[0. 1. 0. 0. 0.],1.63923,-0.72645,0.00905,A,0.0
90,141355,CH,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],2.81233,1.85756,0.17604,A,1.0
91,125654,CH,portuguese,0.0,MariTalk,False,[0. 0. 0. 0. 1.],1.49576,0.47561,0.01589,B,0.0
92,118066,CH,portuguese,0.0,MariTalk,False,[0. 0. 1. 0. 0.],1.933,0.69054,0.17203,C,1.0
93,140429,CH,portuguese,0.0,MariTalk,False,[0.00970874 0.99029126 0.         0.         0.        ],2.16917,0.75171,0.18087,D,0.0
94,125706,CH,portuguese,0.0,MariTalk,False,[0.02912621 0.         0.         0.21359223 0.75728155],0.5628,2.08511,0.00958,C,0.0
95,140631,CH,portuguese,0.0,MariTalk,False,[0. 1. 0. 0. 0.],1.57605,2.33974,0.25072,A,0.0
96,141364,CH,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],1.83281,-0.1754,0.04287,B,0.0
97,140682,CH,portuguese,0.0,MariTalk,False,[0.         0.         0.16504854 0.         0.83495146],1.88815,1.59325,0.13196,A,0.0
98,87207,CH,portuguese,0.0,MariTalk,False,[0.02912621 0.         0.         0.         0.97087379],4.79392,1.19623,0.12998,D,0.0
99,88045,CH,portuguese,0.0,MariTalk,False,[0.02912621 0.         0.         0.97087379 0.        ],3.62371,0.51644,0.275,C,0.0
100,140568,CH,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],1.48568,0.87454,0.17248,D,0.0
101,140506,CH,portuguese,0.0,MariTalk,False,[0.0776699 0.        0.        0.9223301 0.       ],0.98121,1.34897,0.06218,A,0.0776699029126213
102,83806,CH,portuguese,0.0,MariTalk,False,[0.00970874 0.         0.         0.         0.99029126],1.98269,0.65728,0.08702,A,0.0097087378640776
103,141322,CH,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],2.8995,-0.42411,0.19356,D,0.0
104,140639,CH,portuguese,0.0,MariTalk,False,[0. 1. 0. 0. 0.],2.71371,0.59055,0.19782,E,0.0
105,31313,CN,portuguese,0.0,MariTalk,False,[0.00970874 0.         0.         0.99029126 0.        ],1.71131,1.42364,0.1615,C,0.0
107,82765,CN,portuguese,0.0,MariTalk,False,[0.00970874 0.         0.         0.         0.99029126],0.98394,1.03388,0.00428,D,0.0
108,141503,CN,portuguese,0.0,MariTalk,False,[0.11650485 0.         0.88349515 0.         0.        ],2.86161,0.4948,0.1606,A,0.116504854368932
109,88655,CN,portuguese,0.0,MariTalk,False,[0.6407767  0.         0.14563107 0.21359223 0.        ],3.82953,0.85524,0.11511,E,0.0
110,83901,CN,portuguese,0.0,MariTalk,False,[0.50485437 0.04854369 0.44660194 0.         0.        ],0.40583,2.51676,0.00918,E,0.0
111,111431,CN,portuguese,0.0,MariTalk,False,[0. 0. 0. 0. 1.],3.48192,1.70426,0.15448,D,0.0
112,111613,CN,portuguese,0.0,MariTalk,False,[0.13592233 0.13592233 0.09708738 0.48543689 0.14563107],3.25053,1.20513,0.08404,E,0.145631067961165
113,28632,CN,portuguese,0.0,MariTalk,False,[0.14563107 0.01941748 0.31067961 0.14563107 0.3592233 ],1.99451,1.78678,0.12762,E,0.3592233009708738
114,126560,CN,portuguese,0.0,MariTalk,False,[0.01941748 0.         0.98058252 0.         0.        ],2.41581,0.78824,0.19317,C,0.9805825242718448
115,141726,CN,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],1.68577,1.10708,0.12014,C,0.0
116,87998,CN,portuguese,0.0,MariTalk,False,[0.3592233 0.        0.        0.        0.6407767],2.14355,1.77912,0.08867,D,0.0
117,141547,CN,portuguese,0.0,MariTalk,False,[0.02912621 0.97087379 0.         0.         0.        ],1.90673,1.4644,0.34041,B,0.970873786407767
118,98106,CN,portuguese,0.0,MariTalk,False,[0.12621359 0.         0.         0.         0.87378641],2.46518,1.46748,0.06515,A,0.1262135922330097
120,96244,CN,portuguese,0.0,MariTalk,False,[0.31067961 0.08737864 0.40776699 0.05825243 0.11650485],5.67249,1.52791,0.14273,C,0.4077669902912621
121,37769,CN,portuguese,0.0,MariTalk,False,[0.06796117 0.02912621 0.84466019 0.03883495 0.01941748],1.78429,2.50062,0.27071,C,0.8446601941747572
122,78377,CN,portuguese,0.0,MariTalk,False,[0.65048544 0.0776699  0.00970874 0.21359223 0.04854369],0.60239,2.40137,0.12017,C,0.0097087378640776
123,97761,CN,portuguese,0.0,MariTalk,False,[0.48543689 0.         0.51456311 0.         0.        ],0.8924,1.01697,0.29789,A,0.4854368932038835
124,78716,CN,portuguese,0.0,MariTalk,False,[0. 0. 1. 0. 0.],2.02681,0.56741,0.2452,B,0.0
127,117854,CN,portuguese,0.0,MariTalk,False,[0.04854369 0.         0.94174757 0.         0.00970874],3.55169,1.49398,0.20257,D,0.0
128,141545,CN,portuguese,0.0,MariTalk,False,[0.17475728 0.23300971 0.14563107 0.33980583 0.09708738],2.33494,1.44802,0.20932,C,0.145631067961165
129,96189,CN,portuguese,0.0,MariTalk,False,[0.73786408 0.04854369 0.05825243 0.09708738 0.05825243],2.54149,1.20769,0.21012,A,0.7378640776699029
130,141712,CN,portuguese,0.0,MariTalk,False,[0. 0. 0. 1. 0.],1.87507,0.91052,0.15109,A,0.0
131,43073,CN,portuguese,0.0,MariTalk,False,[0.39805825 0.08737864 0.         0.         0.51456311],1.48588,0.96735,0.24215,C,0.0
132,85860,CN,portuguese,0.0,MariTalk,False,[0.10679612 0.         0.78640777 0.         0.10679612],5.31621,2.04288,0.17088,D,0.0
133,44969,CN,portuguese,0.0,MariTalk,False,[0.25242718 0.27184466 0.33980583 0.10679612 0.02912621],3.07166,1.89127,0.25272,D,0.1067961165048543
134,97727,CN,portuguese,0.0,MariTalk,False,[0. 0. 0. 0. 1.],2.35097,1.00991,0.30639,D,0.0
135,28034,CN,portuguese,0.0,MariTalk,False,[0.2815534  0.10679612 0.30097087 0.         0.27184466],1.51222,1.41874,0.14908,A,0.2815533980582524
136,97915,CN,portuguese,0.0,MariTalk,False,[0.48543689 0.         0.41747573 0.         0.02912621],2.39896,2.76588,0.1897,C,0.4174757281553398
137,85445,CN,portuguese,0.0,MariTalk,False,[0.39805825 0.01941748 0.15533981 0.10679612 0.0776699 ],4.44898,1.4048,0.15587,D,0.1067961165048543
138,41054,CN,portuguese,0.0,MariTalk,False,[0.99029126 0.         0.         0.         0.        ],1.2012,0.97602,0.22536,B,0.0
139,90130,CN,portuguese,0.0,MariTalk,False,[0.2815534  0.68932039 0.01941748 0.00970874 0.        ],1.73494,2.08841,0.27619,E,0.0
140,31381,CN,portuguese,0.0,MariTalk,False,[0.26213592 0.14563107 0.16504854 0.19417476 0.2038835 ],1.75013,1.52509,0.16155,A,0.2621359223300971
141,141731,CN,portuguese,0.0,MariTalk,False,[0.00970874 0.         0.         0.76699029 0.21359223],1.52512,3.19204,0.11283,B,0.0
142,81969,CN,portuguese,0.0,MariTalk,False,[0.2038835  0.11650485 0.         0.18446602 0.13592233],2.00512,1.35453,0.16882,D,0.1844660194174757
143,141597,CN,portuguese,0.0,MariTalk,False,[0.00970874 0.66019417 0.2038835  0.12621359 0.        ],2.13571,1.60964,0.14865,C,0.203883495145631
144,141725,CN,portuguese,0.0,MariTalk,False,[0.50485437 0.         0.         0.         0.49514563],1.82114,1.93167,0.06674,D,0.0
145,111558,CN,portuguese,0.0,MariTalk,False,[0.38834951 0.13592233 0.34951456 0.04854369 0.0776699 ],3.29206,1.65709,0.14008,B,0.1359223300970873
146,141574,CN,portuguese,0.0,MariTalk,False,[1. 0. 0. 0. 0.],0.69982,1.45358,0.03441,E,0.0
147,18228,CN,portuguese,0.0,MariTalk,False,[0. 0. 0. 1. 0.],1.95358,1.46498,0.11246,A,0.0
148,111668,CN,portuguese,0.0,MariTalk,False,[0.59223301 0.13592233 0.19417476 0.03883495 0.02912621],1.98964,1.87763,0.19415,B,0.1359223300970873
149,111694,CN,portuguese,0.0,MariTalk,False,[0.73786408 0.         0.01941748 0.01941748 0.18446602],2.07884,2.23408,0.17191,D,0.0194174757281553
150,85588,MT,portuguese,0.0,MariTalk,False,[0.12621359 0.57281553 0.03883495 0.21359223 0.04854369],2.30031,0.46698,0.25799,E,0.0485436893203883
151,8020,MT,portuguese,0.0,MariTalk,False,[0.17475728 0.42718447 0.06796117 0.24271845 0.0776699 ],2.19733,2.65319,0.11011,B,0.4271844660194174
153,117886,MT,portuguese,0.0,MariTalk,False,[0.04854369 0.         0.16504854 0.50485437 0.06796117],0.4443,6.27505,0.1251,E,0.0679611650485436
154,95676,MT,portuguese,0.0,MariTalk,False,[0.29126214 0.         0.18446602 0.52427184 0.        ],1.32325,0.64802,0.18728,E,0.0
155,19807,MT,portuguese,0.0,MariTalk,False,[0.06796117 0.15533981 0.42718447 0.34951456 0.        ],4.1583,2.56697,0.06542,B,0.1553398058252427
156,96315,MT,portuguese,0.0,MariTalk,False,[0.18446602 0.21359223 0.11650485 0.39805825 0.08737864],1.69166,0.87454,0.20606,D,0.3980582524271844
157,117742,MT,portuguese,0.0,MariTalk,False,[0.30097087 0.03883495 0.08737864 0.57281553 0.        ],0.65574,2.58862,0.1651,A,0.3009708737864077
158,30327,MT,portuguese,0.0,MariTalk,False,[0.00970874 0.         0.17475728 0.72815534 0.08737864],2.81078,0.63977,0.16335,D,0.7281553398058253
159,14797,MT,portuguese,0.0,MariTalk,False,[0.09708738 0.13592233 0.32038835 0.33009709 0.11650485],2.93886,2.57768,0.12028,D,0.3300970873786408
160,10322,MT,portuguese,0.0,MariTalk,False,[0.2038835  0.34951456 0.29126214 0.09708738 0.01941748],1.53551,0.94716,0.1917,A,0.203883495145631
161,63204,MT,portuguese,0.0,MariTalk,False,[0.19417476 0.19417476 0.01941748 0.59223301 0.        ],3.78296,1.88956,0.14444,B,0.1941747572815534
162,68123,MT,portuguese,0.0,MariTalk,False,[0.14563107 0.06796117 0.21359223 0.47572816 0.09708738],2.18973,1.32978,0.04601,C,0.2135922330097087
163,32369,MT,portuguese,0.0,MariTalk,False,[0.40776699 0.26213592 0.12621359 0.16504854 0.03883495],3.12341,2.40384,0.16659,C,0.1262135922330097
164,117877,MT,portuguese,0.0,MariTalk,False,[0.94174757 0.05825243 0.         0.         0.        ],2.65709,1.6446,0.20086,B,0.058252427184466
165,82581,MT,portuguese,0.0,MariTalk,False,[0.05825243 0.30097087 0.38834951 0.19417476 0.05825243],1.90672,2.301,0.10655,C,0.3883495145631068
166,86438,MT,portuguese,0.0,MariTalk,False,[0.14563107 0.2815534  0.41747573 0.01941748 0.08737864],1.8176,2.0354,0.15996,C,0.4174757281553398
167,68369,MT,portuguese,0.0,MariTalk,False,[0.05825243 0.         0.00970874 0.68932039 0.18446602],2.57245,1.58603,0.10176,A,0.058252427184466
168,10992,MT,portuguese,0.0,MariTalk,False,[0.62135922 0.3592233  0.         0.         0.        ],2.08101,2.784,0.08,B,0.3592233009708738
169,28683,MT,portuguese,0.0,MariTalk,False,[0.08737864 0.02912621 0.7184466  0.10679612 0.01941748],3.13149,2.33341,0.21903,B,0.029126213592233
170,111516,MT,portuguese,0.0,MariTalk,False,[0.15533981 0.16504854 0.51456311 0.06796117 0.0776699 ],1.82335,1.38103,0.13879,A,0.1553398058252427
172,53461,MT,portuguese,0.0,MariTalk,False,[0.14563107 0.         0.00970874 0.84466019 0.        ],2.67778,2.3731,0.20523,D,0.8446601941747572
173,85013,MT,portuguese,0.0,MariTalk,False,[0.66990291 0.2038835  0.05825243 0.01941748 0.03883495],2.17147,2.5423,0.1841,B,0.203883495145631
175,86466,MT,portuguese,0.0,MariTalk,False,[0.38834951 0.12621359 0.44660194 0.01941748 0.        ],2.96283,2.44795,0.21497,D,0.0194174757281553
176,43182,MT,portuguese,0.0,MariTalk,False,[0.         0.60194175 0.10679612 0.27184466 0.00970874],2.19381,1.56693,0.1302,A,0.0
177,47309,MT,portuguese,0.0,MariTalk,False,[0.29126214 0.46601942 0.2038835  0.         0.02912621],0.92146,2.16924,0.15718,E,0.029126213592233
178,30053,MT,portuguese,0.0,MariTalk,False,[0.22330097 0.02912621 0.15533981 0.54368932 0.        ],1.73381,2.02109,0.14967,A,0.2233009708737864
179,85228,MT,portuguese,0.0,MariTalk,False,[0.29126214 0.2038835  0.29126214 0.10679612 0.0776699 ],2.1343,3.73781,0.24053,E,0.0776699029126213
180,61248,MT,portuguese,0.0,MariTalk,False,[0.01941748 0.12621359 0.31067961 0.17475728 0.19417476],2.61757,2.2515,0.1851,A,0.0194174757281553
181,111738,MT,portuguese,0.0,MariTalk,False,[0.02912621 0.25242718 0.48543689 0.09708738 0.04854369],2.64614,2.2135,0.24887,B,0.2524271844660194
182,85343,MT,portuguese,0.0,MariTalk,False,[0.18446602 0.02912621 0.27184466 0.21359223 0.30097087],2.13479,3.22198,0.12748,C,0.2718446601941747
183,117651,MT,portuguese,0.0,MariTalk,False,[0.15533981 0.06796117 0.4368932  0.23300971 0.08737864],0.51115,2.58401,0.0088,B,0.0679611650485436
184,95509,MT,portuguese,0.0,MariTalk,False,[0.15533981 0.10679612 0.2038835  0.52427184 0.        ],2.27997,2.41531,0.11329,E,0.0
185,117820,MT,portuguese,0.0,MariTalk,False,[0.08737864 0.         0.49514563 0.33009709 0.05825243],0.48694,4.48651,0.14739,D,0.3300970873786408
186,86499,MT,portuguese,0.0,MariTalk,False,[0.18446602 0.12621359 0.31067961 0.2038835  0.17475728],2.93676,3.33565,0.21207,E,0.174757281553398
187,68538,MT,portuguese,0.0,MariTalk,False,[0.08737864 0.29126214 0.02912621 0.52427184 0.06796117],1.92137,2.35816,0.16134,C,0.029126213592233
188,75829,MT,portuguese,0.0,MariTalk,False,[0.         0.09708738 0.25242718 0.59223301 0.01941748],1.18017,1.92189,0.16856,A,0.0
189,117973,MT,portuguese,0.0,MariTalk,False,[0.45631068 0.21359223 0.04854369 0.14563107 0.0776699 ],1.87291,2.86025,0.18347,D,0.145631067961165
190,10500,MT,portuguese,0.0,MariTalk,False,[0.17475728 0.42718447 0.32038835 0.05825243 0.        ],1.57712,3.30111,0.16855,C,0.3203883495145631
192,97590,MT,portuguese,0.0,MariTalk,False,[0.0776699  0.15533981 0.60194175 0.09708738 0.06796117],2.33252,2.40899,0.14217,C,0.6019417475728155
193,86840,MT,portuguese,0.0,MariTalk,False,[0.47572816 0.21359223 0.08737864 0.04854369 0.05825243],0.24441,4.65334,0.03228,C,0.087378640776699
194,30493,MT,portuguese,0.0,MariTalk,False,[0.00970874 0.08737864 0.61165049 0.22330097 0.02912621],0.80375,2.27556,0.12859,B,0.087378640776699
8,6864,LC,portuguese,0.0,SES-1,True,[0.06029492 0.10276823 0.13999457 0.46218563 0.22869549],0.57225,0.0979,0.01556,E,0.22869549
9,6864,LC,portuguese,0.0,SES-2,True,[0.04970592 0.09135536 0.12528527 0.49577264 0.23328202],0.57225,0.0979,0.01556,E,0.23328202
10,6864,LC,portuguese,0.0,SES-3,True,[0.0416106  0.08053018 0.11323971 0.51571273 0.24478291],0.57225,0.0979,0.01556,E,0.24478291
11,6864,LC,portuguese,0.0,SES-4,True,[0.03610661 0.07056545 0.10179103 0.52749403 0.25976773],0.57225,0.0979,0.01556,E,0.25976773
12,6864,LC,portuguese,0.0,SES-5,True,[0.03088603 0.06323006 0.09484932 0.53414045 0.2728952 ],0.57225,0.0979,0.01556,E,0.2728952
13,6864,LC,portuguese,0.0,SES-6,True,[0.02625204 0.0581071  0.08940151 0.53881035 0.28347267],0.57225,0.0979,0.01556,E,0.28347267
14,6864,LC,portuguese,0.0,SES-7,True,[0.02242056 0.05359444 0.086623   0.53280485 0.30088604],0.57225,0.0979,0.01556,E,0.30088604
15,6864,LC,portuguese,0.0,SES-8,True,[0.01938213 0.05035419 0.08756395 0.52316017 0.31591893],0.57225,0.0979,0.01556,E,0.31591893
16,8020,MT,portuguese,0.0,SES-1,True,[0. 0. 1. 0. 0.],2.19733,2.65319,0.11011,B,0.0
17,8020,MT,portuguese,0.0,SES-2,True,[0.16455696 0.16455696 0.24050633 0.27848101 0.15189873],2.19733,2.65319,0.11011,B,0.16455696
18,8020,MT,portuguese,0.0,SES-3,True,[0.15189873 0.17721519 0.32911392 0.2278481  0.11392405],2.19733,2.65319,0.11011,B,0.17721519
19,8020,MT,portuguese,0.0,SES-4,True,[0.16666667 0.18181818 0.3030303  0.25757576 0.07575758],2.19733,2.65319,0.11011,B,0.18181818
20,8020,MT,portuguese,0.0,SES-5,True,[0.18181818 0.21212121 0.24242424 0.24242424 0.12121212],2.19733,2.65319,0.11011,B,0.21212121
21,8020,MT,portuguese,0.0,SES-6,True,[0.28571429 0.14285714 0.19047619 0.28571429 0.0952381 ],2.19733,2.65319,0.11011,B,0.14285714
22,8020,MT,portuguese,0.0,SES-7,True,[0.2  0.2  0.25 0.25 0.1 ],2.19733,2.65319,0.11011,B,0.2
23,8020,MT,portuguese,0.0,SES-8,True,[0.  0.5 0.  0.5 0. ],2.19733,2.65319,0.11011,B,0.5
40,9716,LC,portuguese,0.0,SES-1,True,[0.19065497 0.13791388 0.32463362 0.1095531  0.23172607],0.9036,1.48142,0.05685,D,0.1095531
41,9716,LC,portuguese,0.0,SES-2,True,[0.1949869  0.13017124 0.32383709 0.1027317  0.2439921 ],0.9036,1.48142,0.05685,D,0.1027317
42,9716,LC,portuguese,0.0,SES-3,True,[0.20141926 0.12210521 0.31847233 0.09538903 0.25862292],0.9036,1.48142,0.05685,D,0.09538903
43,9716,LC,portuguese,0.0,SES-4,True,[0.20995515 0.11481184 0.31129319 0.08492543 0.2751158 ],0.9036,1.48142,0.05685,D,0.08492543
44,9716,LC,portuguese,0.0,SES-5,True,[0.21533359 0.10849027 0.30176484 0.07755348 0.29314371],0.9036,1.48142,0.05685,D,0.07755348
45,9716,LC,portuguese,0.0,SES-6,True,[0.22113774 0.10231067 0.29123369 0.06953882 0.31238694],0.9036,1.48142,0.05685,D,0.06953882
46,9716,LC,portuguese,0.0,SES-7,True,[0.22164734 0.09731512 0.27887083 0.05872253 0.34028933],0.9036,1.48142,0.05685,D,0.05872253
47,9716,LC,portuguese,0.0,SES-8,True,[0.22093664 0.09232586 0.2674144  0.05137741 0.36487603],0.9036,1.48142,0.05685,D,0.05137741
48,10322,MT,portuguese,0.0,SES-1,True,[0.17667813 0.24362222 0.31418491 0.16595802 0.09516917],1.53551,0.94716,0.1917,A,0.17667813
49,10322,MT,portuguese,0.0,SES-2,True,[0.16806813 0.25298289 0.34643278 0.14660203 0.08235308],1.53551,0.94716,0.1917,A,0.16806813
50,10322,MT,portuguese,0.0,SES-3,True,[0.15720819 0.25620035 0.39286038 0.12196613 0.06860817],1.53551,0.94716,0.1917,A,0.15720819
51,10322,MT,portuguese,0.0,SES-4,True,[0.14104314 0.25142694 0.44603685 0.10173158 0.05677172],1.53551,0.94716,0.1917,A,0.14104314
52,10322,MT,portuguese,0.0,SES-5,True,[0.12692544 0.24026069 0.50542592 0.07929914 0.04527995],1.53551,0.94716,0.1917,A,0.12692544
53,10322,MT,portuguese,0.0,SES-6,True,[0.10957098 0.21930063 0.57254837 0.06111842 0.03497921],1.53551,0.94716,0.1917,A,0.10957098
54,10322,MT,portuguese,0.0,SES-7,True,[0.09084095 0.18595722 0.65186366 0.04390423 0.02515478],1.53551,0.94716,0.1917,A,0.09084095
55,10322,MT,portuguese,0.0,SES-8,True,[0.0733963  0.15281385 0.71957891 0.03321527 0.01892956],1.53551,0.94716,0.1917,A,0.0733963
64,10500,MT,portuguese,0.0,SES-1,True,[0.22010132 0.17767324 0.23665641 0.21309028 0.14772933],1.57712,3.30111,0.16855,C,0.23665641
65,10500,MT,portuguese,0.0,SES-2,True,[0.20107139 0.18345357 0.24666866 0.22730858 0.1379214 ],1.57712,3.30111,0.16855,C,0.24666866
66,10500,MT,portuguese,0.0,SES-3,True,[0.18309636 0.18198696 0.25580899 0.24008008 0.13540508],1.57712,3.30111,0.16855,C,0.25580899
67,10500,MT,portuguese,0.0,SES-4,True,[0.1699641  0.18072559 0.26304912 0.2496376  0.13296282],1.57712,3.30111,0.16855,C,0.26304912
68,10500,MT,portuguese,0.0,SES-5,True,[0.15622374 0.18194329 0.26742415 0.25804723 0.13236265],1.57712,3.30111,0.16855,C,0.26742415
69,10500,MT,portuguese,0.0,SES-6,True,[0.14523778 0.18706827 0.27269682 0.25996396 0.13106979],1.57712,3.30111,0.16855,C,0.27269682
70,10500,MT,portuguese,0.0,SES-7,True,[0.13874134 0.20432044 0.27080585 0.25428583 0.12695171],1.57712,3.30111,0.16855,C,0.27080585
71,10500,MT,portuguese,0.0,SES-8,True,[0.13380559 0.2354388  0.2686344  0.23595041 0.12115309],1.57712,3.30111,0.16855,C,0.2686344
72,10776,LC,portuguese,0.0,SES-1,True,[0.12488692 0.45603401 0.100778   0.16844581 0.14420119],1.35922,-0.10494,0.00701,E,0.14420119
73,10776,LC,portuguese,0.0,SES-2,True,[0.11068097 0.51788969 0.08657278 0.15702492 0.12315245],1.35922,-0.10494,0.00701,E,0.12315245
74,10776,LC,portuguese,0.0,SES-3,True,[0.10118832 0.56360131 0.07590499 0.14644733 0.10832988],1.35922,-0.10494,0.00701,E,0.10832988
75,10776,LC,portuguese,0.0,SES-4,True,[0.09208559 0.5999564  0.06588544 0.14143101 0.09624466],1.35922,-0.10494,0.00701,E,0.09624466
76,10776,LC,portuguese,0.0,SES-5,True,[0.08699809 0.62676751 0.06161131 0.13429443 0.08626203],1.35922,-0.10494,0.00701,E,0.08626203
77,10776,LC,portuguese,0.0,SES-6,True,[0.08334714 0.64858585 0.05629115 0.12830883 0.07949308],1.35922,-0.10494,0.00701,E,0.07949308
78,10776,LC,portuguese,0.0,SES-7,True,[0.07806471 0.6703416  0.0496174  0.12448136 0.07373203],1.35922,-0.10494,0.00701,E,0.07373203
79,10776,LC,portuguese,0.0,SES-8,True,[0.0735734  0.68433688 0.04565132 0.12402597 0.06837859],1.35922,-0.10494,0.00701,E,0.06837859
80,10992,MT,portuguese,0.0,SES-1,True,[0.         0.33333333 0.33333333 0.33333333 0.        ],2.08101,2.784,0.08,B,0.33333333
81,10992,MT,portuguese,0.0,SES-2,True,[0.08860759 0.25316456 0.25316456 0.25316456 0.15189873],2.08101,2.784,0.08,B,0.25316456
82,10992,MT,portuguese,0.0,SES-3,True,[0.11392405 0.39240506 0.20253165 0.16455696 0.12658228],2.08101,2.784,0.08,B,0.39240506
83,10992,MT,portuguese,0.0,SES-4,True,[0.10606061 0.34848485 0.25757576 0.1969697  0.09090909],2.08101,2.784,0.08,B,0.34848485
84,10992,MT,portuguese,0.0,SES-5,True,[0.18181818 0.33333333 0.33333333 0.15151515 0.        ],2.08101,2.784,0.08,B,0.33333333
85,10992,MT,portuguese,0.0,SES-6,True,[0.0952381  0.52380952 0.14285714 0.19047619 0.04761905],2.08101,2.784,0.08,B,0.52380952
86,10992,MT,portuguese,0.0,SES-7,True,[0.05 0.45 0.2  0.3  0.  ],2.08101,2.784,0.08,B,0.45
87,10992,MT,portuguese,0.0,SES-8,True,[0.  0.5 0.  0.  0.5],2.08101,2.784,0.08,B,0.5
88,14797,MT,portuguese,0.0,SES-1,True,[0.26881672 0.30884748 0.22064411 0.12941017 0.06771305],2.93886,2.57768,0.12028,D,0.12941017
89,14797,MT,portuguese,0.0,SES-2,True,[0.25859639 0.31440595 0.23489792 0.1260779  0.06156091],2.93886,2.57768,0.12028,D,0.1260779
90,14797,MT,portuguese,0.0,SES-3,True,[0.2486836  0.31742761 0.24167464 0.12788509 0.05999172],2.93886,2.57768,0.12028,D,0.12788509
91,14797,MT,portuguese,0.0,SES-4,True,[0.24137609 0.31541829 0.24596834 0.13316384 0.05948404],2.93886,2.57768,0.12028,D,0.13316384
92,14797,MT,portuguese,0.0,SES-5,True,[0.23479247 0.3089618  0.25029188 0.14194826 0.05866428],2.93886,2.57768,0.12028,D,0.14194826
93,14797,MT,portuguese,0.0,SES-6,True,[0.22364129 0.29393823 0.25492512 0.16100664 0.06100206],2.93886,2.57768,0.12028,D,0.16100664
94,14797,MT,portuguese,0.0,SES-7,True,[0.2033606  0.26734888 0.25291299 0.20743707 0.06299785],2.93886,2.57768,0.12028,D,0.20743707
